week,date,tv_spend,digital_spend,email_spend,search_spend,seasonality,sales,tv_adstock,digital_adstock,email_adstock,search_adstock
49,2022-12-03,195.6449915538542,32.6304080337286,19.004798751557246,21.949573571328074,0.8936185338872392,830.5038232239206,301.2372407770737,59.843786167664305,23.327546171508292,29.782665951807605
50,2022-12-10,142.8257310995832,55.38597110658884,21.31275301333517,26.986630589235574,0.9282053007137326,823.9941363307543,263.32062741041267,73.33910695688813,25.978262247636827,32.94316377959709
51,2022-12-17,100.01408169046044,97.4186933785677,11.989337468985468,30.783957755193114,0.9638389959234029,848.9234914362353,205.34233265462552,119.42042546563414,17.184989918512834,37.372590511112534
52,2022-12-24,102.01223723124713,58.767034355551004,29.497689737472683,41.03062704554759,1.0000000000000002,862.5822147846385,184.14917029309734,94.59316199524125,32.93468772117525,48.505145147770094
53,2022-12-31,109.77281171362847,40.19667515531182,21.09660270041786,51.38708078535274,1.036161004076597,854.3434498239521,183.4324798308674,68.5746237538842,27.68354024465291,61.08810981490676
54,2023-01-07,167.70391635363922,40.77519841492176,19.564460894325748,56.99716417235322,1.0717946992862672,907.6000922993802,241.07690828598618,61.347585541087014,25.10116894325633,69.21478613533458
55,2023-01-14,55.84047366864979,63.361275270581245,20.396775648696348,52.523850188590586,1.1063814661127607,907.6894436991753,152.27123698304428,81.76555093290735,25.417009437347616,66.3668074156575
56,2023-01-21,162.31930792564526,71.99006700888276,28.128507361980155,20.71512485272251,1.1394169516131303,875.93497379697,223.22780271886296,96.51973228875497,33.211909249449675,33.98848633585401
57,2023-01-28,151.5915245283395,46.913530584424734,14.750572382472456,44.22542781801894,1.1704194240193466,878.0059561966558,240.8826456158847,75.86945027105122,21.392954232362392,51.02312508518975
58,2023-02-04,75.68964955862612,24.87597970291972,12.19799212529324,46.06582459062338,1.1989367974722385,814.2637420173548,172.04270780498,47.636814784235085,16.47658297176572,56.27044960766133
59,2023-02-11,89.16319457348436,56.10486801713705,7.268399117747322,16.442017100052908,1.2245532244513302,849.1648115845212,157.9802776954764,70.39591245240757,10.563715712100466,27.696107021585174
60,2023-02-18,127.16194019885734,87.10040267556906,13.050847600679845,56.422011743998155,1.2468951597680966,944.3299210353438,190.3540512770479,108.21917641129133,15.163590743099938,61.96123314831519
61,2023-02-25,151.34109117789194,65.97098674625158,23.95675281411968,36.53109991690144,1.265636807695963,966.6864145630202,227.4827116887111,98.43673966963898,26.98947096273967,48.923346546564474
62,2023-03-04,197.4225796875544,48.26803019270301,7.610323240514845,26.993426028639078,1.2805048728056243,850.2843067132267,288.41566436303884,77.7990520935947,13.008217433062779,36.778095337951974
63,2023-03-11,163.93164013279602,63.79408625885844,22.756946315057576,53.54298223159276,1.2912825452278156,1006.0455318785073,279.29790587801153,87.13380188693685,25.35858980167013,60.898601299183156
64,2023-03-18,134.9732636124827,91.41748750582337,29.161934590665624,25.311591499485075,1.2978126622294162,923.0353134005193,246.6924259636873,117.55762807190443,34.23365255099965,37.491311759321704
65,2023-03-25,177.45345778530464,59.199245646595955,10.03728065523319,50.63760929857381,1.3,930.7399036988704,276.13042817077957,94.46653406816728,16.88401116543312,58.13587165043815
66,2023-04-01,78.42109031043947,33.730569053441286,7.712216362124309,44.10486871493049,1.2978126622294162,781.293994335084,188.87326157875128,62.07052927389147,11.089018595210932,55.732043045018116
67,2023-04-08,90.69299220573157,63.44247952103615,6.385054469574243,34.095061080297455,1.2912825452278156,845.7424037650885,166.2422968372321,82.06363830320359,8.60285818861643,45.24146968930108
68,2023-04-15,174.22377278562635,96.91741567105055,25.743087877053767,19.278072060551494,1.2805048728056245,1017.6938597112056,240.7206915205192,121.53650716201162,27.463659514777053,28.32636599841171
69,2023-04-22,153.9807230583392,45.094705764204264,19.529943914385512,15.15604667714797,1.265636807695963,938.3207646353535,250.2689996665469,81.55565791280775,25.022675817340925,20.821319876830312
70,2023-04-29,86.08171094674617,85.64116384834051,16.752309382427484,38.90101510332897,1.246895159768097,855.8755557085113,186.18931081336495,110.10786122218283,21.756844545895667,43.065279078695035
71,2023-05-06,56.448319402989,44.56435203552246,14.125353000126779,38.59382021706551,1.2245532244513304,821.8108700480959,130.924043728335,77.59671040217731,18.476721909305912,47.20687603280452
72,2023-05-13,71.07186411740258,34.83628649264574,12.003115682164207,24.593349957140163,1.1989367974722387,821.1066232946882,123.44148160873658,58.11529961329893,15.69846006402539,34.03472516370107
73,2023-05-20,82.45781225850806,23.867742139846087,19.992896374315023,47.26194359944202,1.170419424019347,816.6584864058132,131.8344049020027,41.30233202383576,23.1325883871201,54.06888863218224
74,2023-05-27,121.90978463040665,39.65393178164959,25.464240323053673,58.26046092901379,1.1394169516131305,890.8281691120596,174.64354659120772,52.04463138880032,30.090758000477692,69.07423865545024
75,2023-06-03,79.61155134253204,48.08855377137661,7.445807011099532,38.32199698314071,1.106381466112761,795.2649230714704,149.46896997901513,63.701943188016706,13.463958611195071,52.136844714230755
76,2023-06-10,157.90337565122172,32.72179054096341,29.092238151933998,22.8537610033527,1.0717946992862677,883.1684186310006,217.69096364282777,51.83237349736842,31.785029874173013,33.28112994619885
77,2023-06-17,51.1827108100988,44.327839743345976,9.218411084730178,40.31430606963113,1.036161004076597,818.5868403461337,138.2590962672299,59.8775517925565,15.575417059564781,46.9705320588709
78,2023-06-24,106.32349469233304,21.403865981847048,7.152085147099569,49.16661763563752,1,819.4261245169372,161.627133199225,39.367131519614,10.267168559012525,58.5607240474117
79,2023-07-01,127.16115624643862,99.72421433776617,26.530267392518,45.013710188213736,0.9638389959234028,947.9686222910763,191.81200952612863,111.53435379365037,28.583701104320504,56.725854997696075
80,2023-07-08,50.23558313259855,84.35146501287818,18.11976505094208,25.11928154504858,0.9282053007137325,799.0931092390451,126.96038694305001,117.81177115097329,23.83650527180618,36.46445254458779
81,2023-07-15,137.24060037638992,26.92644814029336,21.420271882088855,30.56323930970393,0.8936185338872393,835.10193475366,188.02475515360993,62.269979485585345,26.187572936450092,37.85612981862149
82,2023-07-22,73.68578122695908,89.59466157481074,10.737984320148826,29.39242919557728,0.8605830483868697,801.5990286061881,148.89568328840306,108.27565542048634,15.975498907438844,36.96365515930158
83,2023-07-29,103.85424587875605,64.36686906963587,23.03065078565851,55.72042789310217,0.8295805759806532,864.5459454864862,163.41251919411727,96.84956569578176,26.225750567146278,63.113158924962484
84,2023-08-05,146.844781760592,53.71027374640107,17.268759874859825,23.96392710506916,0.8010632025277614,865.4132878576064,212.20978943823894,82.7651434551356,22.51390998828908,36.58655889006166
85,2023-08-12,166.37350439559668,25.410945527255535,29.13138981210068,45.64333574613556,0.7754467755486698,881.1247915928201,251.25742017089226,50.24048856379622,33.63417180975849,52.960647524147895
86,2023-08-19,134.54702623421326,64.91503652185202,27.673562011914328,21.188299139030278,0.7531048402319033,855.2062103899409,235.04999430257016,79.98718309099088,34.40039637386603,31.780428643859857
87,2023-08-26,85.05550979170948,25.65775154158473,18.78126319614239,19.814760909648612,0.7343631923040372,731.886467009765,179.07550751273754,49.653906468882,25.661342470915596,26.170846638420585
88,2023-09-02,63.49707745248452,36.91135510802269,6.88997748773545,19.178672810085118,0.7194951271943758,737.5197520461975,135.12728045757956,51.80752704868729,12.02224598191857,24.412842137769236
89,2023-09-09,62.84180973889306,63.96963307633996,5.56750028161332,56.24020298360847,0.7087174547721844,833.4514355598443,116.89272192192489,79.51189119094614,7.971949477997034,61.12277141116232
90,2023-09-16,95.78275542007759,58.55851586908102,17.830988195491955,27.467719613341615,0.7021873377705838,767.9005600507508,142.53984418884755,82.41208322636487,19.42537809109136,39.692273895574075
91,2023-09-23,150.11397720081732,32.7575883641839,20.768153790850192,54.860724478494376,0.7,854.8922907370695,207.12991487635634,57.48121333209336,24.653229409068466,62.79917925760919
92,2023-09-30,50.03583448706195,31.966319605708122,15.469290608307347,49.778909229207784,0.7021873377705838,755.6859373497416,132.88780043760448,49.21068360533613,20.39993649012104,62.33874508072962
93,2023-10-07,81.28549354150891,59.941830430179834,26.981648629298434,50.77730562770739,0.7087174547721843,820.6089206759724,134.4406137165507,74.70503551178066,31.06163592732264,63.245054643853315
94,2023-10-14,189.9551191017963,95.24519024416804,7.699676825432107,24.255311689339578,0.7194951271943755,860.0279977988696,243.73136458841657,117.65670089770224,13.912004010896634,36.90432261811024
95,2023-10-21,188.84671229170635,46.73850612714887,29.506967409979552,17.16869953321293,0.734363192304037,865.2938971359279,286.339258127073,82.03551639645954,32.28936821215888,24.549564056834978
96,2023-10-28,160.1141451508738,35.07474636659026,11.62416578270495,16.74671690328978,0.7531048402319032,813.5252591885313,274.649848401703,59.68540128552812,18.082039425136724,21.656629714656777
97,2023-11-04,99.96079751290381,41.57729426398873,7.106938080396503,27.805835843319073,0.7754467755486696,807.6339669770448,209.82073687358502,59.48291464964717,10.723345965423848,32.13716178625043
98,2023-11-11,127.25949947489426,62.459526248276234,14.647679392946884,30.696442461339757,0.8010632025277613,774.9307901601501,211.1877942243283,80.30440064317038,16.792348586031654,37.12387481858984
99,2023-11-18,161.59619694808498,21.71601828187704,8.122395678656176,48.185399643843994,0.8295805759806534,805.7439437184919,246.0713146378163,45.80733847482816,11.480865395862507,55.61017460756196
100,2023-11-25,142.87388600641862,83.90082459896803,19.53885554219596,26.324861155590042,0.8605830483868694,870.2604994400028,241.30241186154512,97.64302614141647,21.835028621368462,37.44689607710244
101,2023-12-02,143.93680167850107,28.826808016747236,11.003740202868357,38.28466513892636,0.8936185338872391,768.6432315457265,240.45776642311912,58.119715859172175,15.37074592714205,45.77404435434684
102,2023-12-09,82.57365473546088,63.18386286497116,23.047197215491906,49.1750125202816,0.9282053007137323,832.0409992553448,178.75676130470853,80.61977762272281,26.121346400920316,58.329821391150965
103,2023-12-16,82.48509664554149,65.69871179759502,8.648217266891152,43.62380375736393,0.9638389959234026,800.6220184602705,153.9878011674249,89.88464508441186,13.872486547075216,55.28976803559412
104,2023-12-23,108.34175429772586,69.51612375676632,8.820969257503748,24.177330841775984,1.0000000000000004,802.3235957281837,169.9368747646958,96.48151728208987,11.595466566918791,35.23528444889481
105,2023-12-30,191.3683537975885,77.18829547986388,11.480566755635664,59.68703769380227,1.0361610040765972,896.1633900991299,259.3431037034668,106.13275066449084,13.799660069019422,66.73409458358122
106,2024-01-06,194.39120206516236,29.864046294242144,24.4471565017011,15.018226951360703,1.0717946992862675,876.3534970728871,298.1284435465491,61.703871493589396,27.207088515504985,28.365045868076947
107,2024-01-13,160.97829188220203,44.883969500660896,15.661657492164522,24.29565112804994,1.1063814661127607,842.0906471065898,280.2296693008217,63.395130948737716,21.103075195265518,29.96866030166533
108,2024-01-20,159.98688585823402,95.65913300961256,6.50120840407908,43.5312640783377,1.1394169516131303,980.6362122000648,272.07875357856267,114.67767229423387,10.721823443132184,49.524996138670765
109,2024-01-27,130.36419349955395,60.00200739130378,7.8708134253975,15.778132136911154,1.1704194240193464,856.6232096097565,239.19569493097902,94.40530907957394,10.015178114023938,25.683131364645305
110,2024-02-03,50.340944912750274,30.818439926952124,17.0689224335365,16.20309620979242,1.1989367974722385,711.9851658175443,146.0192228851419,59.14003265082431,19.071958056341288,21.33972248272148
111,2024-02-10,141.34061788208783,89.5406256429851,29.47933959774673,42.35282677807845,1.2245532244513302,968.4163495151716,199.74830703614458,107.2826354382324,33.293731209014986,46.62077127462275
112,2024-02-17,175.52023391472176,36.40396896749735,25.287919673137367,40.67436087294482,1.2468951597680966,902.5647169982811,255.4195567291796,68.58875959896707,31.946665914940365,49.99851512786937
113,2024-02-24,162.72838440490887,94.00367127731442,18.572820427361876,26.06340065714903,1.265636807695963,972.4399707257835,264.8962070965807,114.58029915700455,24.96215361034995,36.063103682722904
114,2024-03-02,117.90973588358611,90.94028785824776,6.809177175164223,56.3786288886331,1.2805048728056243,931.2850315655668,223.8682187222184,125.31437760534912,11.801607897234213,63.59124962517768
115,2024-03-09,130.3684990736656,30.903666019439697,16.662131152115762,45.249729075003415,1.2912825452278156,854.9956001464387,219.91578656255297,68.49797930104444,19.022452731562606,57.96797900003895
116,2024-03-16,130.60650429688394,82.82795537263155,13.49764114827849,44.0452697686851,1.2978126622294162,939.8751141423729,218.57281892190514,103.37734916294488,17.30213169459101,55.63886556869289
117,2024-03-23,50.20712653640658,56.26427313312888,22.247965128626674,24.372845459729433,1.3,823.316272195,137.63625410516863,87.27747788201235,25.708391467544878,35.50061857346801
118,2024-03-30,103.34989307448268,30.859393551945686,17.85393430152908,36.627798109548166,1.2978126622294162,835.2034912597561,158.40439471655014,57.04263691654939,22.995612595038054,43.72792182424177
119,2024-04-06,141.81996352272108,90.81768294796348,17.87307539023459,59.39333624672145,1.2912825452278156,1036.9983186733452,205.18172140934115,107.9304740229283,22.4721979092422,68.1389206115698
120,2024-04-13,174.34131958289072,46.93708321079612,18.637858850415796,59.69039314775728,1.2805048728056247,934.77777363278,256.41400814662717,79.3162254176746,23.132298432264236,73.31817727007123
121,2024-04-20,103.50829990347847,45.541929211467505,16.186433251714334,35.28483164613135,1.2656368076959628,835.1971405292445,206.07390316212934,69.33679683676988,20.81289293816718,49.9484671001456
122,2024-04-27,111.59526887349784,52.30262517929077,7.0971210091374815,47.168195375707,1.2468951597680968,815.2973086520667,194.02483013834959,73.10366423032173,11.259699596770918,57.15788879573612
123,2024-05-04,136.02138484129682,58.32618456333876,28.25334229390137,29.245272564003244,1.2245532244513304,900.4226435291292,213.63131689663666,80.25728383243528,30.50528221325555,40.67685032315047
124,2024-05-11,138.4517455357127,49.43214561790228,5.41120465612039,52.51594022847712,1.1989367974722387,906.2806597363534,223.90427229436736,73.50933076763286,11.5122610987715,60.651310293107215
125,2024-05-18,157.9485938535072,57.25524540990591,15.352309985319152,34.52890116954222,1.170419424019347,832.4634481737028,247.51030277125415,79.30804464019576,17.654762205073453,46.65916322816366
126,2024-05-25,109.2459567822516,23.991372231394053,10.674402334261686,59.81965161859989,1.1394169516131307,833.7044357590198,208.25007789075326,47.78378562345278,14.205354775276376,69.15148426423262
127,2024-06-01,187.88058937061578,34.988536927849054,7.491014683619142,51.26150459982455,1.106381466112761,859.3536358885631,271.1806205269171,49.323672614884885,10.332085638674418,65.09180145267108
128,2024-06-08,194.3855440360494,98.61275309696794,17.073096877429634,36.88089753384702,1.0717946992862677,1013.7488668799648,302.85779224681625,113.4098548814334,19.139514005164518,49.89925782438124
129,2024-06-15,85.02852882957086,46.2619255669415,21.253216785844415,39.24474004190415,1.0361610040765974,869.2636439525571,206.17164572829736,80.28488203137152,25.08111958687732,49.2245916067804
130,2024-06-22,158.67463999893516,33.67971124127507,28.033244459657,30.34679587581195,1.0000000000000002,878.9771336419296,241.1432982902541,57.76517585068653,33.04946837703246,40.19171419716803
131,2024-06-29,185.54517877055332,59.06039156019688,14.065045177703723,17.340702200308442,0.9638389959234029,912.7137985488961,282.00249808665495,76.38994431540283,20.674938853110216,25.37904503974205
132,2024-07-06,140.52111271303147,21.494992934167385,26.378374751657248,35.64254009281285,0.9282053007137326,811.2324358789725,253.32211194769346,44.411976228788234,30.51336252227929,40.71834910076126
133,2024-07-13,144.72609483636916,47.15880669653416,12.52265378832817,37.41704656742513,0.8936185338872394,871.4237264706109,246.05493961544653,60.482399565170624,18.62532629278403,45.560716387577386
134,2024-07-20,190.60787744820118,22.373070046305656,16.64156062877737,27.724390137009323,0.8605830483868693,822.7116520568864,289.0298532943798,40.51778991585684,20.366625887334177,36.8365334145248
135,2024-07-27,177.57241260260344,89.37829304486513,8.56826662318781,49.94002870749682,0.8295805759806536,933.945241317376,293.18435392035536,101.53363001962218,12.641591800654645,57.30733539040178
136,2024-08-03,136.9731348589994,78.53660797700286,25.192974840756506,28.67337428382598,0.8010632025277615,868.3428883196839,254.24687642714156,108.99669698288952,27.721293200887434,40.13484136190634
137,2024-08-10,173.21058858651668,45.22086374461651,21.645190794952214,38.199803188908845,0.7754467755486695,862.6119787920957,274.9093391573733,77.91987283948336,27.189449435129703,46.22677146129011
138,2024-08-17,67.05779136391357,50.91632094234228,6.548524497775361,36.50778479408473,0.7531048402319034,774.2984831816957,177.02152702686288,74.29228279418729,11.986414384801302,45.75313908634275
139,2024-08-24,164.6761637995951,46.5956792421639,15.773139208322391,49.598350105807185,0.734363192304037,827.9212343266859,235.48477461034025,68.88336408042008,18.170422085282652,58.748977923075735
140,2024-08-31,143.54201857931912,27.182237692177296,14.921377035789192,22.37679850542918,0.7194951271943758,775.282330691954,237.73592842345522,47.84724691630332,18.555461452845723,34.12659409004433
141,2024-09-07,72.26699100574479,80.56444820016623,22.423918785061687,34.87983674509451,0.7087174547721845,827.6604900213163,167.36136237512687,94.91862227505722,26.135011075630832,41.705155563103375
142,2024-09-14,62.03966998727992,68.23747977614403,21.482991265365854,38.55334513820708,0.7021873377705838,790.4274213738722,128.98421493733068,96.71306645866119,26.70999348049202,46.894376250827754
143,2024-09-21,119.61043269839138,31.63199780508876,15.183767741546035,36.46136348834261,0.7,791.8461074654974,171.20411867332365,60.64591774268712,20.52576643764444,45.84023873850816
144,2024-09-28,166.90522421849892,22.601398676633835,12.673005509423092,38.60894794925116,0.7021873377705837,804.5576009045208,235.38687168782837,40.79517399943997,16.77815879695198,47.776995696952795
145,2024-10-05,160.02919393358752,58.70145132765174,11.377683626487851,45.8352711237967,0.7087174547721844,909.395434232444,254.1839426087189,70.94000352748373,14.733315385878248,55.39067026318726
146,2024-10-12,172.5845666602254,55.56556222960353,21.81420383392833,30.83064099540934,0.7194951271943753,887.9958679287712,274.25814370371296,76.84756328784864,24.76086691110398,41.90877504804679
147,2024-10-19,75.5243721883744,24.830847196280956,27.35983583959751,52.78340783785097,0.7343631923040369,886.5235781476091,185.2276296698596,47.88511618263555,32.31200922181831,61.16516284746033
148,2024-10-26,191.7080488288775,46.20048176497221,26.143403905443847,56.48611612035893,0.7531048402319032,897.2811550589087,265.79910069682137,60.56601661976288,32.60580574980751,68.719148689851
149,2024-11-02,94.0435762051493,90.274323783814907,14.822546422947198,19.783932961290702,0.7754467755486693,844.8606967877921,200.36321648387786,108.44412876974377,21.3437075729087,33.527762699260904
150,2024-11-09,72.3608078667894,94.44839090108871,6.976263499818742,24.293801315361634,0.8010632025277612,864.6671889041052,152.50609446034053,126.98162953201185,11.245005014400483,30.999353855213815
151,2024-11-16,157.90678869234398,51.37427655979991,25.710576424608007,36.89893103088252,0.8295805759806534,886.7315714738173,218.9092264764802,89.46876541940347,27.959577427488103,43.09880180192528
152,2024-11-23,98.61289287218824,32.70774198696017,6.822295621968806,29.571991071570665,0.8605830483868688,729.7082331169064,186.17658346278034,59.54837161278121,12.414211107466427,38.19175143195572
153,2024-11-30,166.8214247794822,45.59580808505416,7.869066939456388,36.22712662559934,0.8936185338872391,817.4231116775879,241.29205816459432,63.46031956888852,10.351909160949674,43.865476911990484
154,2024-12-07,109.16615027235821,44.55724962055683,20.999606752302498,41.37398259365,0.9282053007137328,836.6199002814797,205.68297353819594,63.595345491223384,23.06998858449243,50.147077976048095
155,2024-12-14,151.78893018746749,28.624900355935097,13.014155004639179,25.07775056641549,0.9638389959234025,855.08359085394045,234.06211960274587,47.703504003302115,17.628152721537667,35.10716616162511
